corner,wn_store,wp_store,wn_access,temp,leakage_power_W
tt,1.2e-07,1.2e-07,1.2e-07,-40,4.35679e-11
tt,1.2e-07,1.2e-07,1.2e-07,0,4.63509e-11
tt,1.2e-07,1.2e-07,1.2e-07,27,5.32552e-11
tt,1.2e-07,1.2e-07,1.2e-07,85,1.16406e-10
tt,1.2e-07,1.2e-07,1.2e-07,125,2.54362e-10
tt,1.2e-07,1.6e-07,1.2e-07,-40,5.02668e-11
tt,1.2e-07,1.6e-07,1.2e-07,0,5.30631e-11
tt,1.2e-07,1.6e-07,1.2e-07,27,5.99329e-11
corner,wn_store,wp_store,wn_access,temp,leakage_power_W
tt,1.2e-07,1.2e-07,1.2e-07,-40,4.35679e-11
tt,1.2e-07,1.2e-07,1.2e-07,0,4.63509e-11
tt,1.2e-07,1.2e-07,1.2e-07,27,5.32552e-11
tt,1.2e-07,1.2e-07,1.2e-07,85,1.16406e-10
tt,1.2e-07,1.2e-07,1.2e-07,125,2.54362e-10
tt,1.2e-07,1.6e-07,1.2e-07,-40,5.02668e-11
tt,1.2e-07,1.6e-07,1.2e-07,0,5.30631e-11
tt,1.2e-07,1.6e-07,1.2e-07,27,5.99329e-11
tt,1.2e-07,1.6e-07,1.2e-07,85,1.22902e-10
tt,1.2e-07,1.6e-07,1.2e-07,125,2.61291e-10
tt,1.2e-07,2e-07,1.2e-07,-40,5.69644e-11
tt,1.2e-07,2e-07,1.2e-07,0,5.98208e-11
tt,1.2e-07,2e-07,1.2e-07,27,6.67996e-11
tt,1.2e-07,2e-07,1.2e-07,85,1.31084e-10
tt,1.2e-07,2e-07,1.2e-07,125,2.73301e-10
tt,1.2e-07,2.4e-07,1.2e-07,-40,6.36598e-11
tt,1.2e-07,2.4e-07,1.2e-07,0,6.65937e-11
tt,1.2e-07,2.4e-07,1.2e-07,27,7.37354e-11
tt,1.2e-07,2.4e-07,1.2e-07,85,1.39901e-10
tt,1.2e-07,2.4e-07,1.2e-07,125,2.87237e-10
tt,1.2e-07,2.8e-07,1.2e-07,-40,7.03535e-11
tt,1.2e-07,2.8e-07,1.2e-07,0,7.33732e-11
tt,1.2e-07,2.8e-07,1.2e-07,27,8.07034e-11
tt,1.2e-07,2.8e-07,1.2e-07,85,1.49021e-10
tt,1.2e-07,2.8e-07,1.2e-07,125,3.02094e-10
tt,1.2e-07,3.2e-07,1.2e-07,-40,7.69879e-11
tt,1.2e-07,3.2e-07,1.2e-07,0,8.00962e-11
tt,1.2e-07,3.2e-07,1.2e-07,27,8.76309e-11
tt,1.2e-07,3.2e-07,1.2e-07,85,1.58323e-10
tt,1.2e-07,3.2e-07,1.2e-07,125,3.17724e-10
tt,1.6e-07,1.2e-07,1.2e-07,-40,4.8287e-11
tt,1.6e-07,1.2e-07,1.2e-07,0,5.15561e-11
tt,1.6e-07,1.2e-07,1.2e-07,27,5.95789e-11
tt,1.6e-07,1.2e-07,1.2e-07,85,1.31971e-10
tt,1.6e-07,1.2e-07,1.2e-07,125,2.88658e-10
tt,1.6e-07,1.6e-07,1.2e-07,-40,5.49859e-11
tt,1.6e-07,1.6e-07,1.2e-07,0,5.82684e-11
tt,1.6e-07,1.6e-07,1.2e-07,27,6.62567e-11
tt,1.6e-07,1.6e-07,1.2e-07,85,1.38466e-10
tt,1.6e-07,1.6e-07,1.2e-07,125,2.95587e-10
tt,1.6e-07,2e-07,1.2e-07,-40,6.16835e-11
tt,1.6e-07,2e-07,1.2e-07,0,6.50261e-11
tt,1.6e-07,2e-07,1.2e-07,27,7.31233e-11
tt,1.6e-07,2e-07,1.2e-07,85,1.46648e-10
tt,1.6e-07,2e-07,1.2e-07,125,3.07596e-10
tt,1.6e-07,2.4e-07,1.2e-07,-40,6.8379e-11
tt,1.6e-07,2.4e-07,1.2e-07,0,7.1799e-11
tt,1.6e-07,2.4e-07,1.2e-07,27,8.00592e-11
tt,1.6e-07,2.4e-07,1.2e-07,85,1.55465e-10
tt,1.6e-07,2.4e-07,1.2e-07,125,3.21532e-10
tt,1.6e-07,2.8e-07,1.2e-07,-40,7.50725e-11
tt,1.6e-07,2.8e-07,1.2e-07,0,7.85784e-11
tt,1.6e-07,2.8e-07,1.2e-07,27,8.70271e-11
tt,1.6e-07,2.8e-07,1.2e-07,85,1.64585e-10
tt,1.6e-07,2.8e-07,1.2e-07,125,3.3639e-10
tt,1.6e-07,3.2e-07,1.2e-07,-40,8.17069e-11
tt,1.6e-07,3.2e-07,1.2e-07,0,8.53013e-11
tt,1.6e-07,3.2e-07,1.2e-07,27,9.39545e-11
tt,1.6e-07,3.2e-07,1.2e-07,85,1.73887e-10
tt,1.6e-07,3.2e-07,1.2e-07,125,3.5202e-10
tt,2e-07,1.2e-07,1.2e-07,-40,5.29305e-11
tt,2e-07,1.2e-07,1.2e-07,0,5.65662e-11
tt,2e-07,1.2e-07,1.2e-07,27,6.54467e-11
tt,2e-07,1.2e-07,1.2e-07,85,1.45221e-10
tt,2e-07,1.2e-07,1.2e-07,125,3.17352e-10
tt,2e-07,1.6e-07,1.2e-07,-40,5.96294e-11
tt,2e-07,1.6e-07,1.2e-07,0,6.32785e-11
tt,2e-07,1.6e-07,1.2e-07,27,7.21245e-11
tt,2e-07,1.6e-07,1.2e-07,85,1.51716e-10
tt,2e-07,1.6e-07,1.2e-07,125,3.24281e-10
tt,2e-07,2e-07,1.2e-07,-40,6.63269e-11
tt,2e-07,2e-07,1.2e-07,0,7.00361e-11
tt,2e-07,2e-07,1.2e-07,27,7.89911e-11
tt,2e-07,2e-07,1.2e-07,85,1.59898e-10
tt,2e-07,2e-07,1.2e-07,125,3.3629e-10
tt,2e-07,2.4e-07,1.2e-07,-40,7.30224e-11
tt,2e-07,2.4e-07,1.2e-07,0,7.68091e-11
tt,2e-07,2.4e-07,1.2e-07,27,8.5927e-11
tt,2e-07,2.4e-07,1.2e-07,85,1.68715e-10
tt,2e-07,2.4e-07,1.2e-07,125,3.50226e-10
tt,2e-07,2.8e-07,1.2e-07,-40,7.9716e-11
tt,2e-07,2.8e-07,1.2e-07,0,8.35884e-11
tt,2e-07,2.8e-07,1.2e-07,27,9.28949e-11
tt,2e-07,2.8e-07,1.2e-07,85,1.77836e-10
tt,2e-07,2.8e-07,1.2e-07,125,3.65084e-10
tt,2e-07,3.2e-07,1.2e-07,-40,8.63504e-11
tt,2e-07,3.2e-07,1.2e-07,0,9.03114e-11
tt,2e-07,3.2e-07,1.2e-07,27,9.98223e-11
tt,2e-07,3.2e-07,1.2e-07,85,1.87137e-10
tt,2e-07,3.2e-07,1.2e-07,125,3.80714e-10
tt,2.4e-07,1.2e-07,1.2e-07,-40,5.75299e-11
tt,2.4e-07,1.2e-07,1.2e-07,0,6.14721e-11
tt,2.4e-07,1.2e-07,1.2e-07,27,7.10751e-11
tt,2.4e-07,1.2e-07,1.2e-07,85,1.57229e-10
tt,2.4e-07,1.2e-07,1.2e-07,125,3.42978e-10
tt,2.4e-07,1.6e-07,1.2e-07,-40,6.42288e-11
tt,2.4e-07,1.6e-07,1.2e-07,0,6.81843e-11
tt,2.4e-07,1.6e-07,1.2e-07,27,7.77528e-11
tt,2.4e-07,1.6e-07,1.2e-07,85,1.63724e-10
tt,2.4e-07,1.6e-07,1.2e-07,125,3.49907e-10
tt,2.4e-07,2e-07,1.2e-07,-40,7.09264e-11
tt,2.4e-07,2e-07,1.2e-07,0,7.4942e-11
tt,2.4e-07,2e-07,1.2e-07,27,8.46195e-11
tt,2.4e-07,2e-07,1.2e-07,85,1.71906e-10
tt,2.4e-07,2e-07,1.2e-07,125,3.61917e-10
tt,2.4e-07,2.4e-07,1.2e-07,-40,7.76217e-11
tt,2.4e-07,2.4e-07,1.2e-07,0,8.17148e-11
tt,2.4e-07,2.4e-07,1.2e-07,27,9.15552e-11
tt,2.4e-07,2.4e-07,1.2e-07,85,1.80723e-10
tt,2.4e-07,2.4e-07,1.2e-07,125,3.75852e-10
tt,2.4e-07,2.8e-07,1.2e-07,-40,8.43155e-11
tt,2.4e-07,2.8e-07,1.2e-07,0,8.84944e-11
tt,2.4e-07,2.8e-07,1.2e-07,27,9.85234e-11
tt,2.4e-07,2.8e-07,1.2e-07,85,1.89843e-10
tt,2.4e-07,2.8e-07,1.2e-07,125,3.9071e-10
tt,2.4e-07,3.2e-07,1.2e-07,-40,9.095e-11
tt,2.4e-07,3.2e-07,1.2e-07,0,9.52174e-11
tt,2.4e-07,3.2e-07,1.2e-07,27,1.05451e-10
tt,2.4e-07,3.2e-07,1.2e-07,85,1.99145e-10
tt,2.4e-07,3.2e-07,1.2e-07,125,4.0634e-10
tt,2.8e-07,1.2e-07,1.2e-07,-40,6.21017e-11
tt,2.8e-07,1.2e-07,1.2e-07,0,6.6318e-11
tt,2.8e-07,1.2e-07,1.2e-07,27,7.6568e-11
tt,2.8e-07,1.2e-07,1.2e-07,85,1.68519e-10
tt,2.8e-07,1.2e-07,1.2e-07,125,3.66795e-10
tt,2.8e-07,1.6e-07,1.2e-07,-40,6.88006e-11
tt,2.8e-07,1.6e-07,1.2e-07,0,7.30303e-11
tt,2.8e-07,1.6e-07,1.2e-07,27,8.32458e-11
tt,2.8e-07,1.6e-07,1.2e-07,85,1.75014e-10
tt,2.8e-07,1.6e-07,1.2e-07,125,3.73723e-10
tt,2.8e-07,2e-07,1.2e-07,-40,7.54982e-11
tt,2.8e-07,2e-07,1.2e-07,0,7.9788e-11
tt,2.8e-07,2e-07,1.2e-07,27,9.01125e-11
tt,2.8e-07,2e-07,1.2e-07,85,1.83196e-10
tt,2.8e-07,2e-07,1.2e-07,125,3.85733e-10
tt,2.8e-07,2.4e-07,1.2e-07,-40,8.21937e-11
tt,2.8e-07,2.4e-07,1.2e-07,0,8.6561e-11
tt,2.8e-07,2.4e-07,1.2e-07,27,9.70483e-11
tt,2.8e-07,2.4e-07,1.2e-07,85,1.92013e-10
tt,2.8e-07,2.4e-07,1.2e-07,125,3.99669e-10
tt,2.8e-07,2.8e-07,1.2e-07,-40,8.88872e-11
tt,2.8e-07,2.8e-07,1.2e-07,0,9.33403e-11
tt,2.8e-07,2.8e-07,1.2e-07,27,1.04016e-10
tt,2.8e-07,2.8e-07,1.2e-07,85,2.01133e-10
tt,2.8e-07,2.8e-07,1.2e-07,125,4.14526e-10
tt,2.8e-07,3.2e-07,1.2e-07,-40,9.55217e-11
tt,2.8e-07,3.2e-07,1.2e-07,0,1.00063e-10
tt,2.8e-07,3.2e-07,1.2e-07,27,1.10944e-10
tt,2.8e-07,3.2e-07,1.2e-07,85,2.10435e-10
tt,2.8e-07,3.2e-07,1.2e-07,125,4.30156e-10
tt,3.2e-07,1.2e-07,1.2e-07,-40,6.66878e-11
tt,3.2e-07,1.2e-07,1.2e-07,0,7.10589e-11
tt,3.2e-07,1.2e-07,1.2e-07,27,8.16965e-11
tt,3.2e-07,1.2e-07,1.2e-07,85,1.7765e-10
tt,3.2e-07,1.2e-07,1.2e-07,125,3.85396e-10
tt,3.2e-07,1.6e-07,1.2e-07,-40,7.33866e-11
tt,3.2e-07,1.6e-07,1.2e-07,0,7.77711e-11
tt,3.2e-07,1.6e-07,1.2e-07,27,8.83742e-11
tt,3.2e-07,1.6e-07,1.2e-07,85,1.84146e-10
tt,3.2e-07,1.6e-07,1.2e-07,125,3.92324e-10
tt,3.2e-07,2e-07,1.2e-07,-40,8.00842e-11
tt,3.2e-07,2e-07,1.2e-07,0,8.45288e-11
tt,3.2e-07,2e-07,1.2e-07,27,9.52409e-11
tt,3.2e-07,2e-07,1.2e-07,85,1.92327e-10
tt,3.2e-07,2e-07,1.2e-07,125,4.04334e-10
tt,3.2e-07,2.4e-07,1.2e-07,-40,8.67797e-11
tt,3.2e-07,2.4e-07,1.2e-07,0,9.13017e-11
tt,3.2e-07,2.4e-07,1.2e-07,27,1.02177e-10
tt,3.2e-07,2.4e-07,1.2e-07,85,2.01145e-10
tt,3.2e-07,2.4e-07,1.2e-07,125,4.18269e-10
tt,3.2e-07,2.8e-07,1.2e-07,-40,9.34735e-11
tt,3.2e-07,2.8e-07,1.2e-07,0,9.80813e-11
tt,3.2e-07,2.8e-07,1.2e-07,27,1.09145e-10
tt,3.2e-07,2.8e-07,1.2e-07,85,2.10265e-10
tt,3.2e-07,2.8e-07,1.2e-07,125,4.33127e-10
tt,3.2e-07,3.2e-07,1.2e-07,-40,1.00108e-10
tt,3.2e-07,3.2e-07,1.2e-07,0,1.04804e-10
tt,3.2e-07,3.2e-07,1.2e-07,27,1.16072e-10
tt,3.2e-07,3.2e-07,1.2e-07,85,2.19567e-10
tt,3.2e-07,3.2e-07,1.2e-07,125,4.48757e-10
ff,1.2e-07,1.2e-07,1.2e-07,-40,7.82933e-11
ff,1.2e-07,1.2e-07,1.2e-07,0,1.42191e-10
ff,1.2e-07,1.2e-07,1.2e-07,27,2.56384e-10
ff,1.2e-07,1.2e-07,1.2e-07,85,9.20661e-10
ff,1.2e-07,1.2e-07,1.2e-07,125,1.9416e-09
ff,1.2e-07,1.6e-07,1.2e-07,-40,8.60389e-11
ff,1.2e-07,1.6e-07,1.2e-07,0,1.40981e-10
ff,1.2e-07,1.6e-07,1.2e-07,27,2.38374e-10
ff,1.2e-07,1.6e-07,1.2e-07,85,8.08751e-10
ff,1.2e-07,1.6e-07,1.2e-07,125,1.69961e-09
ff,1.2e-07,2e-07,1.2e-07,-40,9.49093e-11
ff,1.2e-07,2e-07,1.2e-07,0,1.46907e-10
ff,1.2e-07,2e-07,1.2e-07,27,2.38564e-10
ff,1.2e-07,2e-07,1.2e-07,85,7.76499e-10
ff,1.2e-07,2e-07,1.2e-07,125,1.62351e-09
ff,1.2e-07,2.4e-07,1.2e-07,-40,1.04064e-10
ff,1.2e-07,2.4e-07,1.2e-07,0,1.54809e-10
ff,1.2e-07,2.4e-07,1.2e-07,27,2.44032e-10
ff,1.2e-07,2.4e-07,1.2e-07,85,7.69107e-10
ff,1.2e-07,2.4e-07,1.2e-07,125,1.60119e-09
ff,1.2e-07,2.8e-07,1.2e-07,-40,1.13326e-10
ff,1.2e-07,2.8e-07,1.2e-07,0,1.63497e-10
ff,1.2e-07,2.8e-07,1.2e-07,27,2.5165e-10
ff,1.2e-07,2.8e-07,1.2e-07,85,7.72299e-10
ff,1.2e-07,2.8e-07,1.2e-07,125,1.6023e-09
ff,1.2e-07,3.2e-07,1.2e-07,-40,1.22507e-10
ff,1.2e-07,3.2e-07,1.2e-07,0,1.72492e-10
ff,1.2e-07,3.2e-07,1.2e-07,27,2.60429e-10
ff,1.2e-07,3.2e-07,1.2e-07,85,7.8258e-10
ff,1.2e-07,3.2e-07,1.2e-07,125,1.62054e-09
ff,1.6e-07,1.2e-07,1.2e-07,-40,8.28615e-11
ff,1.6e-07,1.2e-07,1.2e-07,0,1.41963e-10
ff,1.6e-07,1.2e-07,1.2e-07,27,2.51299e-10
ff,1.6e-07,1.2e-07,1.2e-07,85,9.08137e-10
ff,1.6e-07,1.2e-07,1.2e-07,125,1.93866e-09
ff,1.6e-07,1.6e-07,1.2e-07,-40,9.06072e-11
ff,1.6e-07,1.6e-07,1.2e-07,0,1.40753e-10
ff,1.6e-07,1.6e-07,1.2e-07,27,2.33289e-10
ff,1.6e-07,1.6e-07,1.2e-07,85,7.96229e-10
ff,1.6e-07,1.6e-07,1.2e-07,125,1.69668e-09
ff,1.6e-07,2e-07,1.2e-07,-40,9.94775e-11
ff,1.6e-07,2e-07,1.2e-07,0,1.46678e-10
ff,1.6e-07,2e-07,1.2e-07,27,2.33479e-10
ff,1.6e-07,2e-07,1.2e-07,85,7.63977e-10
ff,1.6e-07,2e-07,1.2e-07,125,1.62057e-09
ff,1.6e-07,2.4e-07,1.2e-07,-40,1.08632e-10
ff,1.6e-07,2.4e-07,1.2e-07,0,1.54581e-10
ff,1.6e-07,2.4e-07,1.2e-07,27,2.38947e-10
ff,1.6e-07,2.4e-07,1.2e-07,85,7.56585e-10
ff,1.6e-07,2.4e-07,1.2e-07,125,1.59826e-09
ff,1.6e-07,2.8e-07,1.2e-07,-40,1.17894e-10
ff,1.6e-07,2.8e-07,1.2e-07,0,1.63268e-10
ff,1.6e-07,2.8e-07,1.2e-07,27,2.46565e-10
ff,1.6e-07,2.8e-07,1.2e-07,85,7.59776e-10
ff,1.6e-07,2.8e-07,1.2e-07,125,1.59937e-09
ff,1.6e-07,3.2e-07,1.2e-07,-40,1.27075e-10
ff,1.6e-07,3.2e-07,1.2e-07,0,1.72263e-10
ff,1.6e-07,3.2e-07,1.2e-07,27,2.55344e-10
ff,1.6e-07,3.2e-07,1.2e-07,85,7.70057e-10
ff,1.6e-07,3.2e-07,1.2e-07,125,1.6176e-09
ff,2e-07,1.2e-07,1.2e-07,-40,8.84257e-11
ff,2e-07,1.2e-07,1.2e-07,0,1.45147e-10
ff,2e-07,1.2e-07,1.2e-07,27,2.5237e-10
ff,2e-07,1.2e-07,1.2e-07,85,9.10105e-10
ff,2e-07,1.2e-07,1.2e-07,125,1.95643e-09
ff,2e-07,1.6e-07,1.2e-07,-40,9.61714e-11
ff,2e-07,1.6e-07,1.2e-07,0,1.43937e-10
ff,2e-07,1.6e-07,1.2e-07,27,2.34361e-10
ff,2e-07,1.6e-07,1.2e-07,85,7.98197e-10
ff,2e-07,1.6e-07,1.2e-07,125,1.71445e-09
ff,2e-07,2e-07,1.2e-07,-40,1.05042e-10
ff,2e-07,2e-07,1.2e-07,0,1.49862e-10
ff,2e-07,2e-07,1.2e-07,27,2.34551e-10
ff,2e-07,2e-07,1.2e-07,85,7.65945e-10
ff,2e-07,2e-07,1.2e-07,125,1.63834e-09
ff,2e-07,2.4e-07,1.2e-07,-40,1.14197e-10
ff,2e-07,2.4e-07,1.2e-07,0,1.57765e-10
ff,2e-07,2.4e-07,1.2e-07,27,2.40018e-10
ff,2e-07,2.4e-07,1.2e-07,85,7.58554e-10
ff,2e-07,2.4e-07,1.2e-07,125,1.61603e-09
ff,2e-07,2.8e-07,1.2e-07,-40,1.23458e-10
ff,2e-07,2.8e-07,1.2e-07,0,1.66452e-10
ff,2e-07,2.8e-07,1.2e-07,27,2.47637e-10
ff,2e-07,2.8e-07,1.2e-07,85,7.61745e-10
ff,2e-07,2.8e-07,1.2e-07,125,1.61713e-09
ff,2e-07,3.2e-07,1.2e-07,-40,1.32639e-10
ff,2e-07,3.2e-07,1.2e-07,0,1.75447e-10
ff,2e-07,3.2e-07,1.2e-07,27,2.56415e-10
ff,2e-07,3.2e-07,1.2e-07,85,7.72026e-10
ff,2e-07,3.2e-07,1.2e-07,125,1.63537e-09
ff,2.4e-07,1.2e-07,1.2e-07,-40,9.44315e-11
ff,2.4e-07,1.2e-07,1.2e-07,0,1.49964e-10
ff,2.4e-07,1.2e-07,1.2e-07,27,2.56493e-10
ff,2.4e-07,1.2e-07,1.2e-07,85,9.19661e-10
ff,2.4e-07,1.2e-07,1.2e-07,125,1.98536e-09
ff,2.4e-07,1.6e-07,1.2e-07,-40,1.02177e-10
ff,2.4e-07,1.6e-07,1.2e-07,0,1.48755e-10
ff,2.4e-07,1.6e-07,1.2e-07,27,2.38483e-10
ff,2.4e-07,1.6e-07,1.2e-07,85,8.07753e-10
ff,2.4e-07,1.6e-07,1.2e-07,125,1.74339e-09
ff,2.4e-07,2e-07,1.2e-07,-40,1.11047e-10
ff,2.4e-07,2e-07,1.2e-07,0,1.5468e-10
ff,2.4e-07,2e-07,1.2e-07,27,2.38673e-10
ff,2.4e-07,2e-07,1.2e-07,85,7.75501e-10
ff,2.4e-07,2e-07,1.2e-07,125,1.66728e-09
ff,2.4e-07,2.4e-07,1.2e-07,-40,1.20202e-10
ff,2.4e-07,2.4e-07,1.2e-07,0,1.62582e-10
ff,2.4e-07,2.4e-07,1.2e-07,27,2.44141e-10
ff,2.4e-07,2.4e-07,1.2e-07,85,7.68109e-10
ff,2.4e-07,2.4e-07,1.2e-07,125,1.64497e-09
ff,2.4e-07,2.8e-07,1.2e-07,-40,1.29464e-10
ff,2.4e-07,2.8e-07,1.2e-07,0,1.7127e-10
ff,2.4e-07,2.8e-07,1.2e-07,27,2.51759e-10
